N;Instance;Decoder;Total Distance;Time Spent;Alpha
N20;67;TimeDecoderWithVehicleByPercentage;1241,58;310,41;Alpha3
N20;67;TimeDecoderWithVehicleByPercentage;1224,63;288,50;Alpha3
N20;67;TimeDecoderWithVehicleByPercentage;1314,45;299,72;Alpha3
N20;68;PositionalDecoderWithVehicleByPercentage;1391,78;327,66;Alpha3
N20;68;PositionalDecoderWithVehicleByPercentage;1549,58;263,00;Alpha3
N20;68;PositionalDecoderWithVehicleByPercentage;1580,80;285,80;Alpha3
N20;68;PositionalDecoderWithVehicleByPercentage;1447,43;321,15;Alpha3
N20;68;PositionalDecoderWithVehicleByPercentage;1451,06;300,27;Alpha3
N20;68;PositionalDecoderWithVehicleByPercentage;1527,78;272,52;Alpha3
N20;68;PositionalDecoderWithVehicleByPercentage;1654,34;342,92;Alpha3
N20;68;PositionalDecoderWithVehicleByPercentage;1362,80;339,12;Alpha3
N20;68;PositionalDecoderWithVehicleByPercentage;1588,29;308,20;Alpha3
N20;68;PositionalDecoderWithVehicleByPercentage;1543,80;309,62;Alpha3
N20;68;TimeDecoderWithVehicleByPercentage;1466,09;302,76;Alpha3
N20;68;TimeDecoderWithVehicleByPercentage;1479,99;326,71;Alpha3
N20;68;TimeDecoderWithVehicleByPercentage;1623,39;314,74;Alpha3
N20;68;TimeDecoderWithVehicleByPercentage;1348,42;290,68;Alpha3
N20;68;TimeDecoderWithVehicleByPercentage;1413,09;358,38;Alpha3
N20;68;TimeDecoderWithVehicleByPercentage;1649,55;315,39;Alpha3
N20;68;TimeDecoderWithVehicleByPercentage;1375,52;320,11;Alpha3
N20;68;TimeDecoderWithVehicleByPercentage;1502,06;276,59;Alpha3
N20;68;TimeDecoderWithVehicleByPercentage;1445,35;355,56;Alpha3
N20;68;TimeDecoderWithVehicleByPercentage;1649,21;316,88;Alpha3
N20;70;PositionalDecoderWithVehicleByPercentage;1360,00;262,01;Alpha3
N20;70;PositionalDecoderWithVehicleByPercentage;1307,27;256,91;Alpha3
N20;70;PositionalDecoderWithVehicleByPercentage;1553,35;303,90;Alpha3
N20;70;PositionalDecoderWithVehicleByPercentage;1301,58;293,80;Alpha3
N20;70;PositionalDecoderWithVehicleByPercentage;1212,22;273,86;Alpha3
N20;70;PositionalDecoderWithVehicleByPercentage;1212,26;281,78;Alpha3
N20;70;PositionalDecoderWithVehicleByPercentage;1218,19;244,17;Alpha3
N20;70;PositionalDecoderWithVehicleByPercentage;1455,41;287,32;Alpha3
N20;70;PositionalDecoderWithVehicleByPercentage;1258,54;280,96;Alpha3
N20;70;PositionalDecoderWithVehicleByPercentage;1372,20;278,26;Alpha3
N20;70;TimeDecoderWithVehicleByPercentage;1259,40;291,52;Alpha3
N20;70;TimeDecoderWithVehicleByPercentage;1158,57;276,38;Alpha3
N20;70;TimeDecoderWithVehicleByPercentage;1304,00;220,63;Alpha3
N20;70;TimeDecoderWithVehicleByPercentage;1427,78;238,36;Alpha3
N20;70;TimeDecoderWithVehicleByPercentage;1423,74;243,75;Alpha3
N20;70;TimeDecoderWithVehicleByPercentage;1255,13;261,67;Alpha3
N20;70;TimeDecoderWithVehicleByPercentage;1454,96;309,12;Alpha3
N20;70;TimeDecoderWithVehicleByPercentage;1408,88;273,27;Alpha3
N20;70;TimeDecoderWithVehicleByPercentage;1393,27;282,48;Alpha3
N20;70;TimeDecoderWithVehicleByPercentage;1150,82;274,91;Alpha3
N20;61;PositionalDecoderWithVehicleByPercentage;1164,52;204,43;Alpha3
N20;61;PositionalDecoderWithVehicleByPercentage;1139,89;230,62;Alpha3
N20;61;PositionalDecoderWithVehicleByPercentage;1093,96;167,68;Alpha3
N20;61;PositionalDecoderWithVehicleByPercentage;1007,08;265,96;Alpha3
N20;61;PositionalDecoderWithVehicleByPercentage;1182,37;237,18;Alpha3
N20;61;PositionalDecoderWithVehicleByPercentage;1116,13;187,29;Alpha3
N20;61;PositionalDecoderWithVehicleByPercentage;1184,64;175,31;Alpha3
N20;61;PositionalDecoderWithVehicleByPercentage;1130,04;267,86;Alpha3
N20;61;PositionalDecoderWithVehicleByPercentage;1153,55;295,19;Alpha3
N20;61;PositionalDecoderWithVehicleByPercentage;1156,86;242,35;Alpha3
N20;61;TimeDecoderWithVehicleByPercentage;1214,73;205,98;Alpha3
N20;61;TimeDecoderWithVehicleByPercentage;1195,71;203,09;Alpha3
N20;61;TimeDecoderWithVehicleByPercentage;1005,64;212,87;Alpha3
N20;61;TimeDecoderWithVehicleByPercentage;1177,43;216,63;Alpha3
N20;61;TimeDecoderWithVehicleByPercentage;1139,88;236,54;Alpha3
N20;61;TimeDecoderWithVehicleByPercentage;1083,34;213,21;Alpha3
N20;61;TimeDecoderWithVehicleByPercentage;1081,23;229,49;Alpha3
N20;61;TimeDecoderWithVehicleByPercentage;1224,54;227,12;Alpha3
N20;61;TimeDecoderWithVehicleByPercentage;1095,74;177,60;Alpha3
N20;61;TimeDecoderWithVehicleByPercentage;1214,14;251,60;Alpha3
N20;62;PositionalDecoderWithVehicleByPercentage;1362,63;258,04;Alpha3
N20;62;PositionalDecoderWithVehicleByPercentage;1199,36;284,89;Alpha3
N20;62;PositionalDecoderWithVehicleByPercentage;1548,91;284,88;Alpha3
N20;62;PositionalDecoderWithVehicleByPercentage;1350,57;252,30;Alpha3
N20;62;PositionalDecoderWithVehicleByPercentage;1430,55;237,84;Alpha3
N20;62;PositionalDecoderWithVehicleByPercentage;1244,38;277,41;Alpha3
N20;62;PositionalDecoderWithVehicleByPercentage;1476,41;234,80;Alpha3
N20;62;PositionalDecoderWithVehicleByPercentage;1429,96;307,30;Alpha3
N20;62;PositionalDecoderWithVehicleByPercentage;1430,69;292,71;Alpha3
N20;62;PositionalDecoderWithVehicleByPercentage;1316,18;264,84;Alpha3
N20;62;TimeDecoderWithVehicleByPercentage;1295,75;248,13;Alpha3
N20;62;TimeDecoderWithVehicleByPercentage;1318,23;292,58;Alpha3
N20;62;TimeDecoderWithVehicleByPercentage;1535,66;262,22;Alpha3
N20;62;TimeDecoderWithVehicleByPercentage;1272,34;253,23;Alpha3
N20;62;TimeDecoderWithVehicleByPercentage;1364,97;295,07;Alpha3
N20;62;TimeDecoderWithVehicleByPercentage;1400,51;266,84;Alpha3
N20;62;TimeDecoderWithVehicleByPercentage;1286,12;300,85;Alpha3
N20;62;TimeDecoderWithVehicleByPercentage;1515,43;290,01;Alpha3
N20;62;TimeDecoderWithVehicleByPercentage;1362,23;307,08;Alpha3
N20;62;TimeDecoderWithVehicleByPercentage;1449,45;285,27;Alpha3
N20;65;PositionalDecoderWithVehicleByPercentage;1588,81;351,45;Alpha3
N20;65;PositionalDecoderWithVehicleByPercentage;1416,84;308,95;Alpha3
N20;65;PositionalDecoderWithVehicleByPercentage;1312,00;257,37;Alpha3
N20;65;PositionalDecoderWithVehicleByPercentage;1433,68;322,83;Alpha3
N20;65;PositionalDecoderWithVehicleByPercentage;1473,21;346,60;Alpha3
N20;65;PositionalDecoderWithVehicleByPercentage;1314,78;322,52;Alpha3
N20;65;PositionalDecoderWithVehicleByPercentage;1150,14;283,12;Alpha3
N20;65;PositionalDecoderWithVehicleByPercentage;1286,59;332,05;Alpha3
N20;65;PositionalDecoderWithVehicleByPercentage;1261,93;318,89;Alpha3
N20;65;PositionalDecoderWithVehicleByPercentage;1317,38;295,86;Alpha3
N20;65;TimeDecoderWithVehicleByPercentage;1556,90;311,93;Alpha3
N20;65;TimeDecoderWithVehicleByPercentage;1240,53;325,31;Alpha3
N20;65;TimeDecoderWithVehicleByPercentage;1436,30;339,11;Alpha3
N20;65;TimeDecoderWithVehicleByPercentage;1463,39;294,21;Alpha3
N20;65;TimeDecoderWithVehicleByPercentage;1321,93;298,49;Alpha3
N20;65;TimeDecoderWithVehicleByPercentage;1202,68;297,98;Alpha3
N20;65;TimeDecoderWithVehicleByPercentage;1462,10;288,81;Alpha3
N20;65;TimeDecoderWithVehicleByPercentage;1422,02;268,84;Alpha3
N20;65;TimeDecoderWithVehicleByPercentage;1412,88;317,94;Alpha3
N20;65;TimeDecoderWithVehicleByPercentage;1281,00;295,63;Alpha3
N20;63;PositionalDecoderWithVehicleByPercentage;1434,35;263,46;Alpha3
N20;63;PositionalDecoderWithVehicleByPercentage;1470,49;288,26;Alpha3
N20;63;PositionalDecoderWithVehicleByPercentage;1406,15;325,71;Alpha3
N20;63;PositionalDecoderWithVehicleByPercentage;1568,44;272,44;Alpha3
N20;63;PositionalDecoderWithVehicleByPercentage;1189,93;313,21;Alpha3
N20;63;PositionalDecoderWithVehicleByPercentage;1502,08;282,92;Alpha3
N20;63;PositionalDecoderWithVehicleByPercentage;1538,94;292,44;Alpha3
N20;63;PositionalDecoderWithVehicleByPercentage;1334,47;264,23;Alpha3
N20;63;PositionalDecoderWithVehicleByPercentage;1376,80;288,98;Alpha3
N20;63;PositionalDecoderWithVehicleByPercentage;1316,66;273,08;Alpha3
N20;63;TimeDecoderWithVehicleByPercentage;1250,11;295,85;Alpha3
N20;63;TimeDecoderWithVehicleByPercentage;1403,55;302,32;Alpha3
N20;63;TimeDecoderWithVehicleByPercentage;1415,28;260,69;Alpha3
N20;63;TimeDecoderWithVehicleByPercentage;1135,45;265,30;Alpha3
N20;63;TimeDecoderWithVehicleByPercentage;1244,09;298,16;Alpha3
N20;63;TimeDecoderWithVehicleByPercentage;1270,18;291,42;Alpha3
N20;63;TimeDecoderWithVehicleByPercentage;1372,99;336,76;Alpha3
