N;Instance;Decoder;Total Distance;Time Spent;Alpha
N10;57;TimeDecoderWithVehicleByPercentage;808,99;66,81;Alpha1
N10;57;TimeDecoderWithVehicleByPercentage;819,52;66,81;Alpha1
N10;58;PositionalDecoderWithVehicleByPercentage;777,88;163,35;Alpha1
N10;58;PositionalDecoderWithVehicleByPercentage;692,70;184,33;Alpha1
N10;58;PositionalDecoderWithVehicleByPercentage;813,45;163,35;Alpha1
N10;58;PositionalDecoderWithVehicleByPercentage;792,74;184,33;Alpha1
N10;58;PositionalDecoderWithVehicleByPercentage;852,35;184,33;Alpha1
N10;58;PositionalDecoderWithVehicleByPercentage;681,25;184,33;Alpha1
N10;58;PositionalDecoderWithVehicleByPercentage;746,97;184,33;Alpha1
N10;58;PositionalDecoderWithVehicleByPercentage;806,54;184,33;Alpha1
N10;58;PositionalDecoderWithVehicleByPercentage;691,59;184,33;Alpha1
N10;58;PositionalDecoderWithVehicleByPercentage;866,57;188,34;Alpha1
N10;58;TimeDecoderWithVehicleByPercentage;842,53;184,33;Alpha1
N10;58;TimeDecoderWithVehicleByPercentage;845,44;188,34;Alpha1
N10;58;TimeDecoderWithVehicleByPercentage;828,15;188,34;Alpha1
N10;58;TimeDecoderWithVehicleByPercentage;874,14;163,35;Alpha1
N10;58;TimeDecoderWithVehicleByPercentage;759,62;163,35;Alpha1
N10;58;TimeDecoderWithVehicleByPercentage;814,11;163,35;Alpha1
N10;58;TimeDecoderWithVehicleByPercentage;865,05;184,33;Alpha1
N10;58;TimeDecoderWithVehicleByPercentage;848,17;188,34;Alpha1
N10;58;TimeDecoderWithVehicleByPercentage;728,88;184,33;Alpha1
N10;58;TimeDecoderWithVehicleByPercentage;795,58;184,33;Alpha1
N10;59;PositionalDecoderWithVehicleByPercentage;768,43;187,78;Alpha1
N10;59;PositionalDecoderWithVehicleByPercentage;893,49;115,86;Alpha1
N10;59;PositionalDecoderWithVehicleByPercentage;863,89;115,86;Alpha1
N10;59;PositionalDecoderWithVehicleByPercentage;890,83;115,86;Alpha1
N10;59;PositionalDecoderWithVehicleByPercentage;905,50;115,86;Alpha1
N10;59;PositionalDecoderWithVehicleByPercentage;860,57;115,86;Alpha1
N10;59;PositionalDecoderWithVehicleByPercentage;917,66;127,69;Alpha1
N10;59;PositionalDecoderWithVehicleByPercentage;923,79;115,86;Alpha1
N10;59;PositionalDecoderWithVehicleByPercentage;901,66;115,86;Alpha1
N10;59;PositionalDecoderWithVehicleByPercentage;886,78;115,86;Alpha1
N10;59;TimeDecoderWithVehicleByPercentage;868,12;115,86;Alpha1
N10;59;TimeDecoderWithVehicleByPercentage;870,14;115,86;Alpha1
N10;59;TimeDecoderWithVehicleByPercentage;896,84;115,86;Alpha1
N10;59;TimeDecoderWithVehicleByPercentage;899,90;115,86;Alpha1
N10;59;TimeDecoderWithVehicleByPercentage;895,75;115,86;Alpha1
N10;59;TimeDecoderWithVehicleByPercentage;890,88;115,86;Alpha1
N10;59;TimeDecoderWithVehicleByPercentage;916,21;115,86;Alpha1
N10;59;TimeDecoderWithVehicleByPercentage;872,76;115,86;Alpha1
N10;59;TimeDecoderWithVehicleByPercentage;903,33;115,86;Alpha1
N10;59;TimeDecoderWithVehicleByPercentage;871,40;115,86;Alpha1
N10;60;PositionalDecoderWithVehicleByPercentage;925,82;164,92;Alpha1
N10;60;PositionalDecoderWithVehicleByPercentage;860,43;164,92;Alpha1
N10;60;PositionalDecoderWithVehicleByPercentage;683,63;222,76;Alpha1
N10;60;PositionalDecoderWithVehicleByPercentage;860,77;164,92;Alpha1
N10;60;PositionalDecoderWithVehicleByPercentage;891,94;164,92;Alpha1
N10;60;PositionalDecoderWithVehicleByPercentage;898,94;164,92;Alpha1
N10;60;PositionalDecoderWithVehicleByPercentage;859,22;164,92;Alpha1
N10;60;PositionalDecoderWithVehicleByPercentage;925,82;164,92;Alpha1
N10;60;PositionalDecoderWithVehicleByPercentage;857,65;164,92;Alpha1
N10;60;PositionalDecoderWithVehicleByPercentage;868,40;164,92;Alpha1
N10;60;TimeDecoderWithVehicleByPercentage;668,71;232,41;Alpha1
N10;60;TimeDecoderWithVehicleByPercentage;767,21;202,96;Alpha1
N10;60;TimeDecoderWithVehicleByPercentage;857,65;164,92;Alpha1
N10;60;TimeDecoderWithVehicleByPercentage;889,72;164,92;Alpha1
N10;60;TimeDecoderWithVehicleByPercentage;866,23;164,92;Alpha1
N10;60;TimeDecoderWithVehicleByPercentage;857,21;164,92;Alpha1
N10;60;TimeDecoderWithVehicleByPercentage;876,20;164,92;Alpha1
N10;60;TimeDecoderWithVehicleByPercentage;891,60;164,92;Alpha1
N10;60;TimeDecoderWithVehicleByPercentage;868,84;164,92;Alpha1
N10;60;TimeDecoderWithVehicleByPercentage;909,00;164,92;Alpha1
N10;51;PositionalDecoderWithVehicleByPercentage;965,24;222,63;Alpha1
N10;51;PositionalDecoderWithVehicleByPercentage;950,84;223,25;Alpha1
N10;51;PositionalDecoderWithVehicleByPercentage;845,17;226,91;Alpha1
N10;51;PositionalDecoderWithVehicleByPercentage;1021,98;205,14;Alpha1
N10;51;PositionalDecoderWithVehicleByPercentage;998,07;222,63;Alpha1
N10;51;PositionalDecoderWithVehicleByPercentage;965,24;222,63;Alpha1
N10;51;PositionalDecoderWithVehicleByPercentage;1001,21;222,63;Alpha1
N10;51;PositionalDecoderWithVehicleByPercentage;903,82;223,46;Alpha1
N10;51;PositionalDecoderWithVehicleByPercentage;877,29;222,63;Alpha1
N10;51;PositionalDecoderWithVehicleByPercentage;869,18;223,46;Alpha1
N10;51;TimeDecoderWithVehicleByPercentage;900,30;222,63;Alpha1
N10;51;TimeDecoderWithVehicleByPercentage;877,99;225,61;Alpha1
N10;51;TimeDecoderWithVehicleByPercentage;847,19;223,46;Alpha1
N10;51;TimeDecoderWithVehicleByPercentage;1057,63;204,23;Alpha1
N10;51;TimeDecoderWithVehicleByPercentage;838,04;226,91;Alpha1
N10;51;TimeDecoderWithVehicleByPercentage;988,06;227,18;Alpha1
N10;51;TimeDecoderWithVehicleByPercentage;950,27;223,46;Alpha1
N10;51;TimeDecoderWithVehicleByPercentage;955,35;204,23;Alpha1
N10;51;TimeDecoderWithVehicleByPercentage;967,49;222,63;Alpha1
N10;51;TimeDecoderWithVehicleByPercentage;870,33;225,61;Alpha1
N10;54;PositionalDecoderWithVehicleByPercentage;854,97;136,31;Alpha1
N10;54;PositionalDecoderWithVehicleByPercentage;846,72;136,31;Alpha1
N10;54;PositionalDecoderWithVehicleByPercentage;853,60;136,31;Alpha1
N10;54;PositionalDecoderWithVehicleByPercentage;826,01;136,31;Alpha1
N10;54;PositionalDecoderWithVehicleByPercentage;882,64;136,31;Alpha1
N10;54;PositionalDecoderWithVehicleByPercentage;830,10;136,31;Alpha1
N10;54;PositionalDecoderWithVehicleByPercentage;825,22;136,31;Alpha1
N10;54;PositionalDecoderWithVehicleByPercentage;838,16;136,31;Alpha1
N10;54;PositionalDecoderWithVehicleByPercentage;855,33;136,31;Alpha1
N10;54;PositionalDecoderWithVehicleByPercentage;865,34;136,31;Alpha1
N10;54;TimeDecoderWithVehicleByPercentage;871,40;136,31;Alpha1
N10;54;TimeDecoderWithVehicleByPercentage;808,35;136,31;Alpha1
N10;54;TimeDecoderWithVehicleByPercentage;855,87;136,31;Alpha1
N10;54;TimeDecoderWithVehicleByPercentage;855,33;136,31;Alpha1
N10;54;TimeDecoderWithVehicleByPercentage;849,27;136,31;Alpha1
N10;54;TimeDecoderWithVehicleByPercentage;836,16;136,31;Alpha1
N10;54;TimeDecoderWithVehicleByPercentage;869,72;136,31;Alpha1
N10;54;TimeDecoderWithVehicleByPercentage;826,86;136,31;Alpha1
N10;54;TimeDecoderWithVehicleByPercentage;888,62;136,31;Alpha1
N10;54;TimeDecoderWithVehicleByPercentage;874,40;136,31;Alpha1
N10;55;PositionalDecoderWithVehicleByPercentage;937,80;182,37;Alpha1
N10;55;PositionalDecoderWithVehicleByPercentage;901,89;240,85;Alpha1
N10;55;PositionalDecoderWithVehicleByPercentage;991,20;182,37;Alpha1
N10;55;PositionalDecoderWithVehicleByPercentage;976,18;182,37;Alpha1
N10;55;PositionalDecoderWithVehicleByPercentage;1040,99;182,37;Alpha1
N10;55;PositionalDecoderWithVehicleByPercentage;1033,89;182,37;Alpha1
N10;55;PositionalDecoderWithVehicleByPercentage;862,84;238,39;Alpha1
N10;55;PositionalDecoderWithVehicleByPercentage;1020,81;182,37;Alpha1
N10;55;PositionalDecoderWithVehicleByPercentage;956,05;182,37;Alpha1
N10;55;PositionalDecoderWithVehicleByPercentage;1066,00;182,37;Alpha1
N10;55;TimeDecoderWithVehicleByPercentage;1022,48;182,37;Alpha1
N10;55;TimeDecoderWithVehicleByPercentage;1014,15;182,37;Alpha1
N10;55;TimeDecoderWithVehicleByPercentage;969,36;182,37;Alpha1
N10;55;TimeDecoderWithVehicleByPercentage;995,97;182,37;Alpha1
N10;55;TimeDecoderWithVehicleByPercentage;804,40;243,14;Alpha1
N10;55;TimeDecoderWithVehicleByPercentage;988,39;182,37;Alpha1
N10;55;TimeDecoderWithVehicleByPercentage;947,54;240,85;Alpha1
N10;55;TimeDecoderWithVehicleByPercentage;976,25;182,37;Alpha1
N10;55;TimeDecoderWithVehicleByPercentage;969,58;182,37;Alpha1
N10;55;TimeDecoderWithVehicleByPercentage;844,15;238,39;Alpha1
N20;61;PositionalDecoderWithVehicleByPercentage;1102,44;219,24;Alpha1
N20;61;PositionalDecoderWithVehicleByPercentage;1217,41;197,69;Alpha1
N20;61;PositionalDecoderWithVehicleByPercentage;936,93;243,01;Alpha1
N20;61;PositionalDecoderWithVehicleByPercentage;1117,60;256,67;Alpha1
N20;61;PositionalDecoderWithVehicleByPercentage;1194,90;229,63;Alpha1
N20;61;PositionalDecoderWithVehicleByPercentage;1043,37;182,28;Alpha1
N20;61;PositionalDecoderWithVehicleByPercentage;1099,24;238,63;Alpha1
N20;61;PositionalDecoderWithVehicleByPercentage;1044,59;202,24;Alpha1
N20;61;PositionalDecoderWithVehicleByPercentage;1079,63;186,56;Alpha1
N20;61;PositionalDecoderWithVehicleByPercentage;1207,67;189,81;Alpha1
N20;61;TimeDecoderWithVehicleByPercentage;963,59;242,06;Alpha1
N20;61;TimeDecoderWithVehicleByPercentage;1185,03;228,07;Alpha1
N20;61;TimeDecoderWithVehicleByPercentage;1130,35;221,64;Alpha1
N20;61;TimeDecoderWithVehicleByPercentage;1093,60;202,94;Alpha1
N20;61;TimeDecoderWithVehicleByPercentage;1090,46;186,73;Alpha1
N20;61;TimeDecoderWithVehicleByPercentage;1212,11;191,53;Alpha1
N20;61;TimeDecoderWithVehicleByPercentage;1180,69;231,91;Alpha1
N20;61;TimeDecoderWithVehicleByPercentage;1121,99;196,85;Alpha1
N20;61;TimeDecoderWithVehicleByPercentage;949,84;189,04;Alpha1
N20;61;TimeDecoderWithVehicleByPercentage;1058,92;252,55;Alpha1
N20;62;PositionalDecoderWithVehicleByPercentage;1431,92;245,08;Alpha1
N20;62;PositionalDecoderWithVehicleByPercentage;1209,80;270,71;Alpha1
N20;62;PositionalDecoderWithVehicleByPercentage;1179,37;253,57;Alpha1
N20;62;PositionalDecoderWithVehicleByPercentage;1354,02;306,13;Alpha1
N20;62;PositionalDecoderWithVehicleByPercentage;1498,51;305,42;Alpha1
N20;62;PositionalDecoderWithVehicleByPercentage;1259,03;266,01;Alpha1
N20;62;PositionalDecoderWithVehicleByPercentage;1355,32;259,85;Alpha1
N20;62;PositionalDecoderWithVehicleByPercentage;1286,64;305,56;Alpha1
N20;62;PositionalDecoderWithVehicleByPercentage;1226,61;317,99;Alpha1
N20;62;PositionalDecoderWithVehicleByPercentage;1363,98;327,46;Alpha1
N20;62;TimeDecoderWithVehicleByPercentage;1322,66;224,16;Alpha1
N20;62;TimeDecoderWithVehicleByPercentage;1438,26;218,36;Alpha1
N20;62;TimeDecoderWithVehicleByPercentage;1309,41;283,19;Alpha1
N20;62;TimeDecoderWithVehicleByPercentage;1545,21;306,64;Alpha1
N20;62;TimeDecoderWithVehicleByPercentage;1332,22;230,17;Alpha1
N20;62;TimeDecoderWithVehicleByPercentage;1294,17;256,62;Alpha1
N20;62;TimeDecoderWithVehicleByPercentage;1426,09;271,30;Alpha1
N20;62;TimeDecoderWithVehicleByPercentage;1531,59;277,46;Alpha1
N20;62;TimeDecoderWithVehicleByPercentage;1493,17;258,68;Alpha1
N20;62;TimeDecoderWithVehicleByPercentage;1240,32;297,56;Alpha1
N20;67;PositionalDecoderWithVehicleByPercentage;1543,81;333,58;Alpha1
N20;67;PositionalDecoderWithVehicleByPercentage;1353,26;289,71;Alpha1
N20;67;PositionalDecoderWithVehicleByPercentage;1427,43;259,84;Alpha1
N20;67;PositionalDecoderWithVehicleByPercentage;1502,69;278,09;Alpha1
N20;67;PositionalDecoderWithVehicleByPercentage;1384,85;276,56;Alpha1
N20;67;PositionalDecoderWithVehicleByPercentage;1530,78;285,54;Alpha1
N20;67;PositionalDecoderWithVehicleByPercentage;1355,05;288,34;Alpha1
N20;67;PositionalDecoderWithVehicleByPercentage;1618,96;276,91;Alpha1
N20;67;PositionalDecoderWithVehicleByPercentage;1307,90;298,83;Alpha1
N20;67;PositionalDecoderWithVehicleByPercentage;1445,82;349,40;Alpha1
N20;67;TimeDecoderWithVehicleByPercentage;1439,12;294,59;Alpha1
N20;67;TimeDecoderWithVehicleByPercentage;1476,39;330,06;Alpha1
N20;67;TimeDecoderWithVehicleByPercentage;1271,22;297,56;Alpha1
N20;67;TimeDecoderWithVehicleByPercentage;1538,23;301,82;Alpha1
N20;67;TimeDecoderWithVehicleByPercentage;1401,33;295,63;Alpha1
N20;67;TimeDecoderWithVehicleByPercentage;1292,00;277,26;Alpha1
N20;67;TimeDecoderWithVehicleByPercentage;1435,77;313,12;Alpha1
N20;67;TimeDecoderWithVehicleByPercentage;1464,28;317,33;Alpha1
N20;67;TimeDecoderWithVehicleByPercentage;1314,02;327,31;Alpha1
N20;67;TimeDecoderWithVehicleByPercentage;1389,79;303,18;Alpha1
N20;68;PositionalDecoderWithVehicleByPercentage;1555,28;375,17;Alpha1
N20;68;PositionalDecoderWithVehicleByPercentage;1416,23;343,52;Alpha1
N20;68;PositionalDecoderWithVehicleByPercentage;1427,57;288,60;Alpha1
N20;68;PositionalDecoderWithVehicleByPercentage;1492,04;303,28;Alpha1
N20;68;PositionalDecoderWithVehicleByPercentage;1576,75;300,22;Alpha1
N20;68;PositionalDecoderWithVehicleByPercentage;1440,43;290,99;Alpha1
N20;68;PositionalDecoderWithVehicleByPercentage;1501,21;286,03;Alpha1
N20;68;PositionalDecoderWithVehicleByPercentage;1391,53;305,30;Alpha1
N20;68;PositionalDecoderWithVehicleByPercentage;1559,01;327,83;Alpha1
N20;68;PositionalDecoderWithVehicleByPercentage;1464,03;311,77;Alpha1
N20;68;TimeDecoderWithVehicleByPercentage;1214,69;287,67;Alpha1
N20;68;TimeDecoderWithVehicleByPercentage;1397,64;329,80;Alpha1
N20;68;TimeDecoderWithVehicleByPercentage;1281,08;290,57;Alpha1
N20;68;TimeDecoderWithVehicleByPercentage;1564,42;295,84;Alpha1
N20;68;TimeDecoderWithVehicleByPercentage;1364,48;308,22;Alpha1
N20;68;TimeDecoderWithVehicleByPercentage;1676,43;333,22;Alpha1
N20;68;TimeDecoderWithVehicleByPercentage;1364,97;292,05;Alpha1
N20;68;TimeDecoderWithVehicleByPercentage;1572,56;339,16;Alpha1
N20;68;TimeDecoderWithVehicleByPercentage;1503,23;308,67;Alpha1
N20;68;TimeDecoderWithVehicleByPercentage;1349,02;356,44;Alpha1
N20;70;PositionalDecoderWithVehicleByPercentage;1223,61;269,32;Alpha1
N20;70;PositionalDecoderWithVehicleByPercentage;1072,44;240,18;Alpha1
N20;70;PositionalDecoderWithVehicleByPercentage;1396,62;260,15;Alpha1
N20;70;PositionalDecoderWithVehicleByPercentage;1101,04;282,48;Alpha1
N20;70;PositionalDecoderWithVehicleByPercentage;1238,15;279,20;Alpha1
N20;70;PositionalDecoderWithVehicleByPercentage;1228,22;268,62;Alpha1
N20;70;PositionalDecoderWithVehicleByPercentage;1235,03;258,27;Alpha1
N20;70;PositionalDecoderWithVehicleByPercentage;1417,34;267,05;Alpha1
N20;70;PositionalDecoderWithVehicleByPercentage;1416,79;253,26;Alpha1
N20;70;PositionalDecoderWithVehicleByPercentage;1552,54;312,64;Alpha1
N20;70;TimeDecoderWithVehicleByPercentage;1307,80;272,96;Alpha1
N20;70;TimeDecoderWithVehicleByPercentage;1465,12;277,86;Alpha1
N20;70;TimeDecoderWithVehicleByPercentage;1184,26;259,34;Alpha1
N20;70;TimeDecoderWithVehicleByPercentage;1183,77;262,41;Alpha1
N20;70;TimeDecoderWithVehicleByPercentage;1305,51;278,00;Alpha1
N20;70;TimeDecoderWithVehicleByPercentage;1322,36;297,40;Alpha1
N20;70;TimeDecoderWithVehicleByPercentage;1076,40;257,41;Alpha1
N20;70;TimeDecoderWithVehicleByPercentage;1380,58;291,40;Alpha1
N20;70;TimeDecoderWithVehicleByPercentage;1289,51;239,21;Alpha1
N20;70;TimeDecoderWithVehicleByPercentage;1368,04;297,10;Alpha1
N20;63;PositionalDecoderWithVehicleByPercentage;1464,32;305,18;Alpha1
N20;63;PositionalDecoderWithVehicleByPercentage;1100,42;285,25;Alpha1
N20;63;PositionalDecoderWithVehicleByPercentage;1175,56;350,32;Alpha1
N20;63;PositionalDecoderWithVehicleByPercentage;1291,38;341,96;Alpha1
N20;63;PositionalDecoderWithVehicleByPercentage;1465,36;282,11;Alpha1
N20;63;PositionalDecoderWithVehicleByPercentage;1302,82;298,40;Alpha1
N20;63;PositionalDecoderWithVehicleByPercentage;1198,48;261,71;Alpha1
N20;63;PositionalDecoderWithVehicleByPercentage;1277,84;286,12;Alpha1
N20;63;PositionalDecoderWithVehicleByPercentage;1129,53;298,17;Alpha1
N20;63;PositionalDecoderWithVehicleByPercentage;1112,42;297,37;Alpha1
N20;63;TimeDecoderWithVehicleByPercentage;1240,29;294,74;Alpha1
N20;63;TimeDecoderWithVehicleByPercentage;1333,69;339,74;Alpha1
N20;63;TimeDecoderWithVehicleByPercentage;1376,75;291,96;Alpha1
N20;63;TimeDecoderWithVehicleByPercentage;1311,49;287,67;Alpha1
N20;63;TimeDecoderWithVehicleByPercentage;1141,95;283,65;Alpha1
N20;63;TimeDecoderWithVehicleByPercentage;1338,14;268,70;Alpha1
N20;63;TimeDecoderWithVehicleByPercentage;1237,44;272,67;Alpha1
N20;63;TimeDecoderWithVehicleByPercentage;1295,53;284,35;Alpha1
N20;63;TimeDecoderWithVehicleByPercentage;1347,52;282,40;Alpha1
N20;63;TimeDecoderWithVehicleByPercentage;1500,68;301,18;Alpha1
N20;64;PositionalDecoderWithVehicleByPercentage;1282,99;238,89;Alpha1
N20;64;PositionalDecoderWithVehicleByPercentage;1186,82;202,26;Alpha1
N20;64;PositionalDecoderWithVehicleByPercentage;1206,01;236,69;Alpha1
N20;64;PositionalDecoderWithVehicleByPercentage;1029,19;237,19;Alpha1
N20;64;PositionalDecoderWithVehicleByPercentage;1140,96;253,62;Alpha1
N20;64;PositionalDecoderWithVehicleByPercentage;1343,42;247,76;Alpha1
N20;64;PositionalDecoderWithVehicleByPercentage;1260,86;249,17;Alpha1
N20;64;PositionalDecoderWithVehicleByPercentage;1329,61;208,52;Alpha1
N20;64;PositionalDecoderWithVehicleByPercentage;1146,89;230,78;Alpha1
N20;64;PositionalDecoderWithVehicleByPercentage;1069,45;266,26;Alpha1
N20;64;TimeDecoderWithVehicleByPercentage;1320,85;215,19;Alpha1
N20;64;TimeDecoderWithVehicleByPercentage;1233,00;270,91;Alpha1
N20;64;TimeDecoderWithVehicleByPercentage;1328,04;214,08;Alpha1
N20;64;TimeDecoderWithVehicleByPercentage;1274,54;206,78;Alpha1
N20;64;TimeDecoderWithVehicleByPercentage;1170,71;243,66;Alpha1
N20;64;TimeDecoderWithVehicleByPercentage;1258,77;241,14;Alpha1
N20;64;TimeDecoderWithVehicleByPercentage;1301,04;258,74;Alpha1
N20;64;TimeDecoderWithVehicleByPercentage;1238,25;323,24;Alpha1
N20;64;TimeDecoderWithVehicleByPercentage;1235,06;205,40;Alpha1
N20;64;TimeDecoderWithVehicleByPercentage;1222,18;279,58;Alpha1
N20;65;PositionalDecoderWithVehicleByPercentage;1164,64;344,29;Alpha1
N20;65;PositionalDecoderWithVehicleByPercentage;1434,68;308,53;Alpha1
N20;65;PositionalDecoderWithVehicleByPercentage;1211,71;282,31;Alpha1
N20;65;PositionalDecoderWithVehicleByPercentage;1207,07;280,51;Alpha1
N20;65;PositionalDecoderWithVehicleByPercentage;1507,35;332,64;Alpha1
N20;65;PositionalDecoderWithVehicleByPercentage;1308,70;290,41;Alpha1
N20;65;PositionalDecoderWithVehicleByPercentage;1391,93;366,98;Alpha1
N20;65;PositionalDecoderWithVehicleByPercentage;1243,28;351,61;Alpha1
N20;65;PositionalDecoderWithVehicleByPercentage;1471,75;292,94;Alpha1
N20;65;PositionalDecoderWithVehicleByPercentage;1298,21;267,65;Alpha1
N20;65;TimeDecoderWithVehicleByPercentage;1279,41;322,23;Alpha1
N20;65;TimeDecoderWithVehicleByPercentage;1593,35;322,44;Alpha1
N20;65;TimeDecoderWithVehicleByPercentage;1394,54;341,68;Alpha1
N20;65;TimeDecoderWithVehicleByPercentage;1518,57;300,84;Alpha1
N20;65;TimeDecoderWithVehicleByPercentage;1349,76;304,08;Alpha1
N20;65;TimeDecoderWithVehicleByPercentage;1499,33;340,86;Alpha1
N20;65;TimeDecoderWithVehicleByPercentage;1301,41;314,33;Alpha1
